image,source_document,page,source_type,width,height,orientation_angle,orientation_confidence,orientation_applied,perspective_confidence,perspective_corrected,crop_applied,blur_score,brightness,contrast,skew_angle,skew_confidence,deskew_applied,contrast_enhanced,quality_status,quality_flags,sha256,content_ratio,duplicate_group,audit_status,audit_flags,include_in_training
images/1744975615-q4g13uqrk7vd7xdcx7cfv2804iub__p002.png,1744975615_q4g13uqrk7vd7xdcx7cfv2804iub.pdf,2,pdf,1654,2339,0,0.926,no,0.000,no,no,1745.475,244.419,31.685,-0.000,0.801,no,no,accepted,,ccf4bcf2686b754f694f46c2dc5b9293ec2701dcbb95e0ad8a114650c087cc6f,0.108196,,keep,,yes
images/1744975615-q4g13uqrk7vd7xdcx7cfv2804iub__p003.png,1744975615_q4g13uqrk7vd7xdcx7cfv2804iub.pdf,3,pdf,1654,2339,0,0.920,no,0.000,no,no,4073.389,238.777,37.092,-0.000,0.831,no,no,accepted,,89079568559b8aa69c203f2d2be87c0e472280462800ac4db7a1ba954dd1f13f,0.197143,,keep,,yes
images/1744975615-q4g13uqrk7vd7xdcx7cfv2804iub__p004.png,1744975615_q4g13uqrk7vd7xdcx7cfv2804iub.pdf,4,pdf,1654,2339,0,0.922,no,0.000,no,no,4332.268,241.896,36.160,-0.000,0.944,no,no,accepted,,2882eec965d43f55b4b7fc04f4c77c002fb2a05d50ce33f9b2b798ae29fde6b0,0.113740,,keep,,yes
images/1744975616-yg0ca26qc3fg8ou08i49my0d3574__p001.png,1744975616_yg0ca26qc3fg8ou08i49my0d3574.pdf,1,pdf,1653,2339,0,0.926,no,0.581,no,no,2339.691,243.887,31.250,-0.500,0.580,no,no,review,document_contour_uncertain;skew_uncertain,f48de1964a783ffd801c9a0cdbabaa9adfb59487647963d5519f272a4edebb9c,0.177876,,review,,yes
images/1744975617-94e2m2plgqkcmp5obj8s9sd7b2u6__p001.png,1744975617_94e2m2plgqkcmp5obj8s9sd7b2u6.pdf,1,pdf,1653,2339,0,0.924,no,0.000,no,no,2107.808,247.983,28.023,-0.000,0.767,no,no,accepted,,c13b290cccb67419f2485a8faade0c3c1f205564876ac1c43e92eaefce4fd5b1,0.067462,,keep,,yes
images/1744975619-odgvbavxfzh1wwq9ng91p3cikunh__p001.png,1744975619_odgvbavxfzh1wwq9ng91p3cikunh.pdf,1,pdf,1653,2339,0,0.681,no,0.000,no,no,10168.599,235.813,48.356,-0.250,0.794,no,no,accepted,,c2d08710b7568f68491e96061512fae157a3589bcf68243e2be7465fa1bb07db,0.142744,,keep,,yes
images/1744975619-odgvbavxfzh1wwq9ng91p3cikunh__p002.png,1744975619_odgvbavxfzh1wwq9ng91p3cikunh.pdf,2,pdf,1653,2339,0,0.721,no,0.000,no,no,10327.443,235.713,48.495,-0.250,0.764,no,no,accepted,,5f80b1b96e67ab4eb27a2b59565313d55f9c191f67a6c33366e128e61e535a76,0.143422,,keep,,yes
images/1744975619-odgvbavxfzh1wwq9ng91p3cikunh__p003.png,1744975619_odgvbavxfzh1wwq9ng91p3cikunh.pdf,3,pdf,1653,2339,0,0.708,no,0.000,no,no,10499.693,236.000,48.612,-0.250,0.771,no,no,accepted,,fa7df91d5a3c3082a85c96bc023444859107c3c995f08475502a84dbaf0bb7e9,0.141668,,keep,,yes
images/1744975619-odgvbavxfzh1wwq9ng91p3cikunh__p004.png,1744975619_odgvbavxfzh1wwq9ng91p3cikunh.pdf,4,pdf,1653,2339,0,0.721,no,0.000,no,no,10898.069,235.542,49.111,-0.250,0.797,no,no,accepted,,b24a0358eafe7d63693186dd62a5f4961b6c4f4952c8c5f53461e29ded6f3a61,0.144550,,keep,,yes
images/1744975619-odgvbavxfzh1wwq9ng91p3cikunh__p005.png,1744975619_odgvbavxfzh1wwq9ng91p3cikunh.pdf,5,pdf,1653,2339,0,0.782,no,0.000,no,no,10163.414,235.919,48.230,-0.250,0.786,no,no,accepted,,9ee35574c11ae7ba299f8015032b08b5d040995a3a431e199635c5c1c601ff70,0.142336,,keep,,yes
images/1744975619-odgvbavxfzh1wwq9ng91p3cikunh__p006.png,1744975619_odgvbavxfzh1wwq9ng91p3cikunh.pdf,6,pdf,1653,2339,0,0.803,no,0.000,no,no,10532.124,235.469,48.751,-0.250,0.782,no,no,accepted,,a723ce2753319813a34cec4dcac37a266122dec4c2f4efffe2fc52fb3ebf2a16,0.144833,,keep,,yes
images/1744975619-odgvbavxfzh1wwq9ng91p3cikunh__p007.png,1744975619_odgvbavxfzh1wwq9ng91p3cikunh.pdf,7,pdf,1653,2339,0,0.790,no,0.000,no,no,10343.211,235.691,48.522,-0.250,0.805,no,no,accepted,,954f0771a955e67a78d665307d638cbd018ee12c8eeb0ebb1f3c08b07bb0cc4e,0.143623,,keep,,yes
images/1744975619-odgvbavxfzh1wwq9ng91p3cikunh__p008.png,1744975619_odgvbavxfzh1wwq9ng91p3cikunh.pdf,8,pdf,1653,2339,0,0.719,no,0.000,no,no,9814.792,235.556,48.073,-0.250,0.797,no,no,accepted,,8d4f6344f4f24dd34fafa337f2e4c579c36c7989aab8def05dddf2a2c382991e,0.144162,,keep,,yes
images/1744975619-odgvbavxfzh1wwq9ng91p3cikunh__p009.png,1744975619_odgvbavxfzh1wwq9ng91p3cikunh.pdf,9,pdf,1653,2339,0,0.810,no,0.000,no,no,10254.285,235.939,48.388,-0.250,0.794,no,no,accepted,,6a785eb3162e0cddc89a6cd193f4f6bff8ebdf15cb544f755285b11cb636774a,0.142111,,keep,,yes
images/1744975619-odgvbavxfzh1wwq9ng91p3cikunh__p010.png,1744975619_odgvbavxfzh1wwq9ng91p3cikunh.pdf,10,pdf,1653,2339,0,0.630,no,0.000,no,no,10199.272,235.871,48.276,-0.250,0.790,no,no,accepted,,6ec140d4592922356557b8b2ce148a22093fb0ff8d80cd216fb1b0bdaa458660,0.142622,,keep,,yes
images/1744975619-odgvbavxfzh1wwq9ng91p3cikunh__p011.png,1744975619_odgvbavxfzh1wwq9ng91p3cikunh.pdf,11,pdf,1653,2339,0,0.919,no,0.000,no,no,3830.776,246.340,32.802,0.250,0.647,no,no,accepted,,b31893d6f538c76402abe75053fc9603bfc7b5a3e5f5d4375fd675bb4aea4e16,0.075630,,keep,,yes
images/1744975619-odgvbavxfzh1wwq9ng91p3cikunh__p012.png,1744975619_odgvbavxfzh1wwq9ng91p3cikunh.pdf,12,pdf,1653,2339,0,0.919,no,0.000,no,no,6690.162,240.373,43.327,-0.000,0.989,no,no,accepted,,69fa84df78bac3ef251668aaaf273d2a3c21d01de6d9592444bf47ebf634778d,0.110424,,keep,,yes
images/1744975619-odgvbavxfzh1wwq9ng91p3cikunh__p013.png,1744975619_odgvbavxfzh1wwq9ng91p3cikunh.pdf,13,pdf,1653,2339,0,0.894,no,0.000,no,no,2285.757,248.728,28.062,0.250,0.651,no,no,accepted,,dfc21f61e39cd286e5bcf419688aca22dfb9f09c8b0ceb80461e591671a6290f,0.061686,,keep,,yes
images/1744975619-odgvbavxfzh1wwq9ng91p3cikunh__p014.png,1744975619_odgvbavxfzh1wwq9ng91p3cikunh.pdf,14,pdf,1653,2339,0,0.256,no,0.000,no,no,1320.911,250.469,22.663,-0.000,0.486,no,no,review,overexposed,c3600d7eaa074856731b0144de587cc24c578fe83e107039d2442f5a2eabdd5a,0.052165,,review,,yes
images/1744975619-odgvbavxfzh1wwq9ng91p3cikunh__p015.png,1744975619_odgvbavxfzh1wwq9ng91p3cikunh.pdf,15,pdf,1653,2339,0,0.926,no,0.000,no,no,3703.736,246.213,34.512,-0.000,0.610,no,no,accepted,,370ef1d8aebd7f841deacc0640f69231c5332ce30e1c7bbf9c8e14bb6b37b0a4,0.073599,,keep,,yes
images/1744981237-gclupqu0wj4einqk0ekahp0u5eem__p001.png,1744981237_gclupqu0wj4einqk0ekahp0u5eem.pdf,1,pdf,1654,2339,0,0.916,no,0.000,no,no,1900.608,233.938,33.862,-0.000,0.850,no,no,accepted,,a3994f227baa7713d9e15d0869996864496e2135c246f91bc859296438075757,0.484533,,keep,,yes
images/1744981237-gclupqu0wj4einqk0ekahp0u5eem__p002.png,1744981237_gclupqu0wj4einqk0ekahp0u5eem.pdf,2,pdf,1654,2339,0,0.914,no,0.000,no,no,1763.760,232.835,37.229,-0.000,0.824,no,no,accepted,,cd71e4d033a3a46bb80f6330d83b4eaddbd451c93a6c96ed6d9e8b9f68de4829,0.475464,,keep,,yes
images/1744981244-vb82i8aqvy7mmqe52m4wugj7ixtd__p001.png,1744981244_vb82i8aqvy7mmqe52m4wugj7ixtd.pdf,1,pdf,1653,2339,0,0.917,no,0.000,no,no,2045.758,244.369,33.812,-0.000,0.782,no,no,accepted,,d95a39eb592a5229faee6e1b132bf07c812178b6a6fb101a1f14e37711754b03,0.101160,,keep,,yes
images/1744981246-3umat880hnooyarwhxvq7ae0cjdp__p001.png,1744981246_3umat880hnooyarwhxvq7ae0cjdp.pdf,1,pdf,1653,2339,0,0.923,no,0.000,no,no,5944.475,239.322,53.616,-0.000,0.756,no,no,accepted,,803abae6c9f26f395b318a4529d12de464c73f128999c3975de88c245de1a5b3,0.077444,,keep,,yes
images/1750239730-4gjc58sf7t6x4t519p3972mc1pyc__p001.png,1750239730_4gjc58sf7t6x4t519p3972mc1pyc.pdf,1,pdf,1653,2339,0,0.928,no,0.000,no,no,3539.970,248.714,28.257,-0.000,0.767,no,no,accepted,,79def6e23104920d23d16a92d2527fd57c719f6dd9ef06ad7a4019569b2e31c5,0.041181,,keep,,yes
images/1750239731-uoaxw2n6enq9rcrtl6ufd138l0oe__p001.png,1750239731_uoaxw2n6enq9rcrtl6ufd138l0oe.pdf,1,pdf,1653,2339,0,0.926,no,0.000,no,no,3247.571,249.181,27.369,-0.000,0.734,no,no,accepted,,2f543bbfebd9f26241659de8ef2c4206dcecc8987fca3609098510953c7e53ad,0.038227,,keep,,yes
images/18-10-tf87261428-20251031fac003742-f5z00541-oc__p001.png,18-10  TF87261428_20251031FAC003742_F5Z00541_OC.pdf,1,pdf,1653,2339,0,0.905,no,0.000,no,no,5798.965,244.581,40.228,-0.000,0.745,no,no,accepted,,9fdd502d42c456d8012d8b7accfd0aa31ce1f8eeace62b49ecc087fb9e8d5341,0.056634,,keep,,yes
images/18-10-tf87261428-20251031fac003742-f5z00541-oc__p002.png,18-10  TF87261428_20251031FAC003742_F5Z00541_OC.pdf,2,pdf,1653,2339,0,0.928,no,0.000,no,no,1003.515,252.932,18.068,1.500,0.359,no,yes,review,contrast_enhanced;overexposed;skew_uncertain,0181fcbbbc0c6c08998a3486e675b46ff586fef555ae3031da280e9c97ddee87,0.011977,,review,,yes
images/18-10-tf87261428-20251031fac003742-f5z00541-oc__p003.png,18-10  TF87261428_20251031FAC003742_F5Z00541_OC.pdf,3,pdf,1653,2339,0,0.459,no,0.000,no,no,5665.441,245.269,37.058,-0.000,0.797,no,no,accepted,,0aaccd02dc724f166d8be07111f6cb611904c39cc5252800da0094381afe0c3e,0.056379,,keep,,yes
images/18-10-tf87261428-20251031fac003742-f5z00541-oc__p004.png,18-10  TF87261428_20251031FAC003742_F5Z00541_OC.pdf,4,pdf,1653,2339,180,0.474,no,0.000,no,no,1301.770,251.794,23.498,-0.500,0.486,no,no,review,orientation_uncertain;overexposed;skew_uncertain,d8e09b28f15950fe621be62663a31239e66997b450a743e4854e75288650f40a,0.017379,,review,,yes
images/1826102277-ucmj8mampwiv7uqtqo99xocvesls__p001.png,1826102277_ucmj8mampwiv7uqtqo99xocvesls.pdf,1,pdf,1654,2339,0,0.927,no,0.000,no,no,4829.377,243.720,40.472,-0.000,0.790,no,no,accepted,,58bfd02073270f925dc653f35899d616c2f65370abadbbbe26a23ac8e1521221,0.070061,,keep,,yes
images/1826102316-n6ax6qp0kgbbqnkiqchbc5t5lklr__p001.png,1826102316_n6ax6qp0kgbbqnkiqchbc5t5lklr.pdf,1,pdf,1653,2337,0,0.924,no,0.000,no,no,3093.219,249.304,27.336,0.500,0.516,no,no,accepted,,ef01e82ede14c93ffc79831a4f8d37fe17528b2324845a007e6e726573fef7a7,0.040795,,keep,,yes
images/19-10-taxis-paris-bercy__p001.png,19-10 TAXIS PARIS-BERCY.pdf,1,pdf,1654,2339,0,0.916,no,0.000,no,no,2017.367,243.756,32.967,-0.250,0.756,no,no,accepted,,8c0efb88c8db4c80691309db12d50e7ac58dd486903acdf83bb08278b187eb67,0.111175,,keep,,yes
images/2-1-invoice-36__p001.png,2-1  invoice (36).pdf,1,pdf,1654,2339,0,0.887,no,0.000,no,no,2933.215,246.388,32.858,-0.000,0.779,no,no,accepted,,cd4db01da8af38dfa421db9dea309b15782b7be45285e8757de281b01b3e1015,0.104652,,keep,,yes
images/2-1-invoice-36__p002.png,2-1  invoice (36).pdf,2,pdf,1654,2339,0,0.256,no,0.000,no,no,492.940,251.223,24.945,-0.250,0.490,no,no,review,overexposed,93592042de0527f079d731af08914822b444de9d794ea7b905d9d7c639f589f6,0.024131,,review,,yes
images/2-10-leroy-merlin__p001.png,2-10 LEROY MERLIN.pdf,1,pdf,1654,2339,0,0.925,no,0.636,no,no,3955.910,230.661,49.555,-0.250,0.805,no,no,review,document_contour_uncertain,2454be4585458615d8b95a37f2c493975a0d3d999ff728326c8a988ac9599230,0.237637,,review,,yes
images/2-10-leroy-merlin__p002.png,2-10 LEROY MERLIN.pdf,2,pdf,1654,2339,0,0.929,no,0.000,no,no,3608.504,231.554,49.128,-0.250,0.790,no,no,accepted,,710bfb42f7d6b81a9914a96aaa196e2a1bc3eb8a3738cfc208d25a3b01766ad0,0.224892,,keep,,yes
images/2-6-2026-07-10-13-39-1__p001.png,2-6 2026-07-10 13-39_1.pdf,1,pdf,1654,2360,0,0.920,no,0.000,no,no,2684.400,247.255,31.497,-0.000,0.775,no,no,accepted,,1d307eba06a9b77a3e6f63302c6fa91f6e2c3e4f5563bcf40b478c29894649e7,0.059837,,keep,,yes
images/2-6-compensation-0026949-202606-q2__p001.png,2-6 Compensation_0026949_202606_Q2.pdf,1,pdf,1655,2128,0,0.901,no,0.000,no,no,3214.276,247.893,30.875,-0.000,0.786,no,no,accepted,,b35efe0108c4fa789a9d5e5f559819bcc15a3ec8efa0f60c879361fda0c70d23,0.039839,,keep,,yes
images/2-6-compensation-0026949-202606-q2__p002.png,2-6 Compensation_0026949_202606_Q2.pdf,2,pdf,1655,2128,0,0.924,no,0.000,no,no,8728.599,238.770,45.637,-0.000,0.989,no,no,accepted,,78cfeca71696e6539bc6f79954dbb5499f9565d4b3fa40c4ab479e327a697012,0.088694,,keep,,yes
images/2-6-compensation-0026949-202606-q2__p003.png,2-6 Compensation_0026949_202606_Q2.pdf,3,pdf,1655,2128,0,0.926,no,0.000,no,no,10730.362,237.937,46.931,-0.000,1.000,no,no,accepted,,f1b7f0933c14ab7781674b4343870bd51a0feff1fb9349e0c017ef9b0fa8b3b3,0.093511,,keep,,yes
images/2-6-compensation-0026949-202606-q2__p004.png,2-6 Compensation_0026949_202606_Q2.pdf,4,pdf,1655,2128,0,0.926,no,0.000,no,no,10050.818,238.380,45.864,-0.000,0.996,no,no,accepted,,3aec1636eeaf30e362bc28a0c522831c3424df2c3d39f93a1a4c228bc320199d,0.092395,,keep,,yes
images/2-6-compensation-0026949-202606-q2__p005.png,2-6 Compensation_0026949_202606_Q2.pdf,5,pdf,1655,2128,0,0.926,no,0.000,no,no,10075.350,238.349,45.980,-0.000,0.996,no,no,accepted,,3ab90cb3760f2fc0b246ccb2e1e8524fe8b0de8613645b262da28eda07d28958,0.093132,,keep,,yes
images/2-6-compensation-0026949-202606-q2__p006.png,2-6 Compensation_0026949_202606_Q2.pdf,6,pdf,1655,2128,0,0.926,no,0.000,no,no,8550.821,240.628,43.070,-0.000,0.962,no,no,accepted,,365075f925a523fe2a8f26f9743f48ea0678399e6eae9fb29aa507c1e1ef7997,0.081172,,keep,,yes
images/2-6-compensation-0026949-202606-q2__p007.png,2-6 Compensation_0026949_202606_Q2.pdf,7,pdf,1655,2128,0,0.909,no,0.000,no,no,3730.043,248.091,32.996,-0.000,0.677,no,no,accepted,,a687f9b3d45170bf02adb8b6168d7babf697ddf1d440bd452fec06df16537689,0.038310,,keep,,yes
images/2-6-compensation-0026949-202606-q2__p008.png,2-6 Compensation_0026949_202606_Q2.pdf,8,pdf,1655,2128,0,0.923,no,0.000,no,no,5354.279,243.235,43.298,-0.000,0.779,no,no,accepted,,b2c946be0b8cf69fb29653dc1f74aabf3b3e277277f21f537a65aaf8ebc85869,0.059969,,keep,,yes
images/2-6-compensation-0026949-202606-q2__p009.png,2-6 Compensation_0026949_202606_Q2.pdf,9,pdf,1655,2128,0,0.913,no,0.000,no,no,4419.979,245.622,37.060,-0.000,0.794,no,no,accepted,,7fcf60c8b64d35b44971f0310c1c11de9baa45d234333bb5f34f115e954135fa,0.049460,,keep,,yes
images/2-6-pdf__p001.png,2-6-PDF-.pdf,1,pdf,1653,2339,0,0.913,no,0.000,no,no,4768.914,233.393,48.938,-0.000,0.520,no,no,accepted,,26777bfa404d7ba33e6e6739a44b8c4b378b953468e47b1a5dee2d4f33be54f3,0.224287,,keep,,yes
images/2-6-pdf__p002.png,2-6-PDF-.pdf,2,pdf,1653,2339,0,0.820,no,0.000,no,no,5889.322,244.609,38.494,-0.000,0.663,no,no,accepted,,f977499c731b4f52f6ab828e8729a385fb954c0e2a07d6cef46e824c851ce1e4,0.059994,,keep,,yes
images/20-1-facture-fact003730-43295__p001.png,20-1  facture-FACT003730-43295.pdf,1,pdf,1654,2339,0,0.926,no,0.000,no,no,2369.574,246.037,41.868,-0.250,0.647,no,no,accepted,,04f764d9eabeccd1cb1a9de30bce77d1c9a97b3b0e79a4abd1ff190c440db0f0,0.047764,,keep,,yes
images/20-10-bouyguestelecom-facture-20251006__p001.png,20-10  Bouyguestelecom_Facture_20251006.pdf,1,pdf,1653,2339,0,0.923,no,0.000,no,no,2774.697,243.827,41.723,-0.000,0.693,no,no,accepted,,08ebb577d77e21ba2b5acd075b65c26238d79abfb7f2fcfa23c4202ba7101da8,0.066648,,keep,,yes
images/20-10-bouyguestelecom-facture-20251006__p002.png,20-10  Bouyguestelecom_Facture_20251006.pdf,2,pdf,1653,2339,0,0.928,no,0.000,no,no,5323.325,240.162,44.023,-0.000,0.865,no,no,accepted,,26a95e1679506dce5a1db22f5933a9405b158f80584b12b25bf108f255f27d95,0.096428,dup_008,review,exact_duplicate,yes
images/20-10-bouyguestelecom-facture-20251006__p003.png,20-10  Bouyguestelecom_Facture_20251006.pdf,3,pdf,1653,2339,0,0.927,no,0.000,no,no,1860.970,248.364,29.692,-0.000,0.666,no,no,accepted,,4f4be343a49f20b5448cff8670613f2903108b7e93b81e4a555075a9d7456f39,0.045518,,keep,,yes
images/20-10-bouyguestelecom-facture-20251006__p004.png,20-10  Bouyguestelecom_Facture_20251006.pdf,4,pdf,1653,2339,0,0.924,no,0.000,no,no,1931.145,249.892,26.187,-0.500,0.524,no,no,review,skew_uncertain,c835fbe5b378a93451cf0cbca7239c6863369e180568f3ef5b87d9006197a4fd,0.033658,,review,,yes
images/20-10-bouyguestelecom-facture-20251006__p005.png,20-10  Bouyguestelecom_Facture_20251006.pdf,5,pdf,1653,2339,0,0.926,no,0.000,no,no,2117.315,248.178,30.244,-0.000,0.700,no,no,accepted,,86aa6bfb6b91f5ec030c4d1c1eb2d693a4b67ca26bc57750c6ed5e641555fc08,0.046337,,keep,,yes
images/20-10-bouyguestelecom-facture-20251006__p006.png,20-10  Bouyguestelecom_Facture_20251006.pdf,6,pdf,1653,2339,0,0.925,no,0.000,no,no,2208.066,249.443,26.974,-0.500,0.527,no,no,review,skew_uncertain,7387ce15ab8693cc19039c4819c7609660fcc0f2361e6ea8109ab1f0a5c4239f,0.036501,,review,,yes
images/2026-01-77156325-1__p001.png,2026-01-77156325-1.pdf,1,pdf,1654,2339,0,0.926,no,0.000,no,no,3999.216,244.112,37.531,-0.000,0.756,no,no,accepted,,5bb7fbad09dccd73d107f543a224a3ca090b655261aa6716c2d0be5a3418c48b,0.099492,,keep,,yes
images/2033367893-x3wnsvh04s72l0inn07o4101bkbr__p001.png,2033367893_x3wnsvh04s72l0inn07o4101bkbr.pdf,1,pdf,1674,2354,0,0.926,no,0.557,no,no,4192.589,242.437,37.577,-0.500,0.651,yes,no,review,deskewed;document_contour_uncertain,4a09aa7de222065aa4581f2412d67c3c7079cee2e63e3bcaab6ae30bb7e66053,0.113974,,review,,yes
images/2033367896-94muaytmeg0qha1erqzd97u46tw6__p001.png,2033367896_94muaytmeg0qha1erqzd97u46tw6.pdf,1,pdf,1654,2339,0,0.930,no,0.000,no,no,4785.868,244.142,37.024,-0.000,0.794,no,no,accepted,,83aec45d3eaad9fce2e5fb39ab1e3c60924defff7f954c5a509e3678983fc994,0.084261,,keep,,yes
images/2033367897-5kdnmwuxro9htaa2yqezmjvn88zr__p001.png,2033367897_5kdnmwuxro9htaa2yqezmjvn88zr.pdf,1,pdf,1654,2339,0,0.930,no,0.000,no,no,4785.957,244.139,37.022,-0.000,0.794,no,no,accepted,,b1aa78ef33e60ea9986219142db411639b3716965448e4a66a26a7c7729115bb,0.084301,,keep,,yes
images/21-1-appelloyer-707840-1__p001.png,21-1  AppelLoyer_707840_1.pdf,1,pdf,1653,2339,0,0.893,no,0.000,no,no,4482.451,245.520,35.388,-0.000,0.771,no,no,accepted,,190c81eed1615d855a93860c92345e962fd9ac04b0f9623b9600c9029400e1ff,0.067559,,keep,,yes
images/21-10-edf__p001.png,21-10 EDF.pdf,1,pdf,1654,2339,0,0.928,no,0.000,no,no,1693.825,246.004,30.764,0.250,0.767,no,no,accepted,,949789d0c71030a036a7551f2085b26638386e934bfe22de20da3693cd0d6ccb,0.102759,,keep,,yes
images/21-10-sci-dv-patrimoine__p001.png,21-10 SCI DV PATRIMOINE.pdf,1,pdf,1654,2339,0,0.926,no,0.000,no,no,1319.627,251.371,25.721,-0.250,0.610,no,no,review,overexposed,cfde98780d9b7d37d4cf571e3091ac69681fe88379520782a0aa06e984ce43f5,0.020259,,review,,yes
images/21069563940864-u6y501h2aavgfhfby5cmm91g4sp5__p001.png,21069563940864_u6y501h2aavgfhfby5cmm91g4sp5.pdf,1,pdf,1654,2339,0,0.926,no,0.000,no,no,1435.748,248.800,29.480,-0.000,0.726,no,no,accepted,,395fad5cda7a341010a064154611a6537e7c29cad13570088d640403d3770206,0.068536,,keep,,yes
images/21069563944960-1vyrsn0wswz5vr2pintknjthih9n__p001.png,21069563944960_1vyrsn0wswz5vr2pintknjthih9n.pdf,1,pdf,1654,2339,0,0.926,no,0.000,no,no,1398.059,248.878,29.310,-0.000,0.734,no,no,accepted,,4f7a6d1fa328df9ce8bfe30fc3e3443637ee30cfb5c18061430ae0411cdcde26,0.067969,,keep,,yes
images/21069563949056-e54jg4zjki54o7mb1zr1vhy80pke__p001.png,21069563949056_e54jg4zjki54o7mb1zr1vhy80pke.pdf,1,pdf,1654,2339,0,0.871,no,0.000,no,no,3019.365,245.875,30.915,0.250,0.708,no,no,accepted,,a7a8522b5a80aea1823aa73ef0f04bfba1b3680ef0d474f1d2455ea84538fc0f,0.101981,,keep,,yes
images/21069563953152-ofzibi3xndffy438flv1pn0041q6__p001.png,21069563953152_ofzibi3xndffy438flv1pn0041q6.pdf,1,pdf,1654,2339,0,0.925,no,0.000,no,no,7064.298,220.338,51.879,-0.000,0.955,no,no,accepted,,8c7a63964bba7a83c9ef51f5946183d146b2927d4fe4ed2fedde0386368b6a21,0.356780,,keep,,yes
images/21069563953152-ofzibi3xndffy438flv1pn0041q6__p002.png,21069563953152_ofzibi3xndffy438flv1pn0041q6.pdf,2,pdf,1654,2339,0,0.928,no,0.000,no,no,6908.316,220.668,51.591,-0.000,0.959,no,no,accepted,,4784415f127d4b76a83d215dbd9edc7be2c4a6ce4ea1470d911edefa056f53bd,0.355579,,keep,,yes
images/21069563953152-ofzibi3xndffy438flv1pn0041q6__p003.png,21069563953152_ofzibi3xndffy438flv1pn0041q6.pdf,3,pdf,1654,2339,0,0.927,no,0.000,no,no,6979.412,220.505,51.712,-0.000,0.962,no,no,accepted,,13ace9a362ff34b95213b164f7cc7ff23999718a9da122caa1fa46deb87afce7,0.356206,,keep,,yes
images/21069563953152-ofzibi3xndffy438flv1pn0041q6__p004.png,21069563953152_ofzibi3xndffy438flv1pn0041q6.pdf,4,pdf,1654,2339,0,0.908,no,0.000,no,no,6972.331,220.543,51.698,-0.000,0.966,no,no,accepted,,e4263b1629bfb724b5e28f27e62ad0777178a6ce032c2183fbe31002a33745ca,0.355906,,keep,,yes
images/21069563953152-ofzibi3xndffy438flv1pn0041q6__p005.png,21069563953152_ofzibi3xndffy438flv1pn0041q6.pdf,5,pdf,1654,2339,0,0.927,no,0.000,no,no,5562.739,222.848,49.634,-0.000,0.940,no,no,accepted,,8251d87d646cbdf2584f290adf265cf2450323aa4bb843bd6ce9cd3ac7351400,0.347110,,keep,,yes
images/21069563953152-ofzibi3xndffy438flv1pn0041q6__p006.png,21069563953152_ofzibi3xndffy438flv1pn0041q6.pdf,6,pdf,1654,2339,0,0.642,no,0.636,no,no,1692.156,229.114,43.619,-0.250,0.557,no,no,review,document_contour_uncertain,d974e328512c9d188719c07a41c305a89ab0ab5e3b88a264f838fb9d1663c736,0.319313,,review,,yes
images/21069563953152-ofzibi3xndffy438flv1pn0041q6__p007.png,21069563953152_ofzibi3xndffy438flv1pn0041q6.pdf,7,pdf,1654,2339,0,0.932,no,0.000,no,no,3094.347,232.618,43.899,-0.000,0.745,no,no,accepted,,3e9002f0601b05473d632ad286791ca55fc64ae947a9831a6456fdd1f4dbd187,0.243780,,keep,,yes
images/21069563953152-ofzibi3xndffy438flv1pn0041q6__p008.png,21069563953152_ofzibi3xndffy438flv1pn0041q6.pdf,8,pdf,1654,2339,0,0.926,no,0.000,no,no,2895.640,248.157,23.886,-0.000,1.000,no,no,accepted,,8ab8e8dee3525533c9fe41b48217e835e9a7f401ca188eeaab5c30ef7b1bdaa3,0.061714,dup_009,review,exact_duplicate,yes
images/21069563961344-3hnwlyna58uh39upneqc5sworwgi__p001.png,21069563961344_3hnwlyna58uh39upneqc5sworwgi.pdf,1,pdf,1654,2339,0,0.931,no,0.000,no,no,6997.729,220.431,51.838,-0.000,0.936,no,no,accepted,,12e25f0934ceda0afc13fa96e0cc1f937fdf5fa74c13e3a9cb30b1fe93907263,0.356279,,keep,,yes
images/21069563961344-3hnwlyna58uh39upneqc5sworwgi__p002.png,21069563961344_3hnwlyna58uh39upneqc5sworwgi.pdf,2,pdf,1654,2339,0,0.912,no,0.000,no,no,6961.000,220.580,51.657,-0.000,0.962,no,no,accepted,,947eb8d05516df2c98d7a4979a471e59f9fdae3561169277f39b7b0ffc76f514,0.355993,,keep,,yes
images/21069563961344-3hnwlyna58uh39upneqc5sworwgi__p003.png,21069563961344_3hnwlyna58uh39upneqc5sworwgi.pdf,3,pdf,1654,2339,0,0.932,no,0.000,no,no,6900.556,220.644,51.631,-0.000,0.966,no,no,accepted,,201416183327982d19601d0a36c67b75a26fca8281e3b97be46fa643911815d6,0.355450,,keep,,yes
images/21069563961344-3hnwlyna58uh39upneqc5sworwgi__p004.png,21069563961344_3hnwlyna58uh39upneqc5sworwgi.pdf,4,pdf,1654,2339,0,0.891,no,0.000,no,no,7029.215,220.441,51.743,-0.000,0.970,no,no,accepted,,c5dda3866488f7af5eea980dec1cde8fea18ad25756958db9e16426fb591b819,0.356618,,keep,,yes
