image,source_document,page,source_type,width,height,sha256,content_ratio,duplicate_group,audit_status,audit_flags,include_in_training
images/1826102277-ucmj8mampwiv7uqtqo99xocvesls__p001.png,1826102277_ucmj8mampwiv7uqtqo99xocvesls.pdf,1,pdf,1654,2339,bdb280492dffbfe049d1827fca2e6886f92ab90049d486ec3179b833c6578a31,0.070061,,keep,,yes
images/1826102316-n6ax6qp0kgbbqnkiqchbc5t5lklr__p001.png,1826102316_n6ax6qp0kgbbqnkiqchbc5t5lklr.pdf,1,pdf,1653,2337,f017ae1e4fe1cdceae241200fdc360deb274464a64479c4fb4e42af62d4b736e,0.040795,,keep,,yes
images/19-10-taxis-paris-bercy__p001.png,19-10 TAXIS PARIS-BERCY.pdf,1,pdf,1654,2339,3b7dfb79c640437a10818185246ae6f342977e2b9b1515f93f8dbea8e66a545c,0.111175,,keep,,yes
images/2-1-invoice-36__p001.png,2-1  invoice (36).pdf,1,pdf,1654,2339,e0468e8d20abc5277597b2393db0a098bd63de88774c3f99b7f6600408f95d06,0.104652,,keep,,yes
images/2-1-invoice-36__p002.png,2-1  invoice (36).pdf,2,pdf,1654,2339,c16699be9419347b4d8e8f04bc3af76cb30ef935b1a5120524e42ba48d7ad3e8,0.024131,,keep,,yes
images/2-10-leroy-merlin__p001.png,2-10 LEROY MERLIN.pdf,1,pdf,1654,2339,32e886b9566b271e11a5fcf61874935d809a23fbb9f3e8cfdd316fa6c147c313,0.237637,,keep,,yes
images/2-10-leroy-merlin__p002.png,2-10 LEROY MERLIN.pdf,2,pdf,1654,2339,4686c9f96dbe1fb17914f8a1be2cc7d835d6e2f9d214138c43a32f914d38ca04,0.224892,,keep,,yes
images/2-6-2026-07-10-13-39-1__p001.png,2-6 2026-07-10 13-39_1.pdf,1,pdf,1654,2360,5e73e7a2641badcfd19b1228fd8c72c8c4d4c62f25950b4027ae1627bde4bd84,0.059837,,keep,,yes
images/2-6-compensation-0026949-202606-q2__p001.png,2-6 Compensation_0026949_202606_Q2.pdf,1,pdf,1655,2128,6d8090485aa0fc08dbdd3bcd7e84552bd431fb58c2f684ed8eb6ac8e85872d7f,0.039839,,keep,,yes
images/2-6-compensation-0026949-202606-q2__p002.png,2-6 Compensation_0026949_202606_Q2.pdf,2,pdf,1655,2128,24ab73108023d8af6d95b20ed4e56366f3c2dfc0ee044590b29b6b787ba0c66c,0.088694,,keep,,yes
images/2-6-compensation-0026949-202606-q2__p003.png,2-6 Compensation_0026949_202606_Q2.pdf,3,pdf,1655,2128,886c14c28a95289a7b878121536f4a4ad0283670d143bc45dbd5dd4b0ebae5d6,0.093511,,keep,,yes
images/2-6-compensation-0026949-202606-q2__p004.png,2-6 Compensation_0026949_202606_Q2.pdf,4,pdf,1655,2128,19cda9b031d01d86864386fcf52c6deec2a2ce998af29e21fb34a26940ce18ba,0.092395,,keep,,yes
images/2-6-compensation-0026949-202606-q2__p005.png,2-6 Compensation_0026949_202606_Q2.pdf,5,pdf,1655,2128,340635c2524947f9dfb3e1fdd83c2c3cfde045d38ae03e48e049e53927edffa3,0.093132,,keep,,yes
images/2-6-compensation-0026949-202606-q2__p006.png,2-6 Compensation_0026949_202606_Q2.pdf,6,pdf,1655,2128,b9f41eb22a4e79b7cd4c5b11672142405f7f88d59f4638ca56bab643338f2800,0.081172,,keep,,yes
images/2-6-compensation-0026949-202606-q2__p007.png,2-6 Compensation_0026949_202606_Q2.pdf,7,pdf,1655,2128,abd6a902da5f765f5f89c15be6269463c79aba67eae3f890e13ebe1df0b783e2,0.038310,,keep,,yes
images/2-6-compensation-0026949-202606-q2__p008.png,2-6 Compensation_0026949_202606_Q2.pdf,8,pdf,1655,2128,ad259b72eadc06c0fa6c28433811144c3c62ba72ff8071c6c73e67ce78512c4e,0.059969,,keep,,yes
images/2-6-compensation-0026949-202606-q2__p009.png,2-6 Compensation_0026949_202606_Q2.pdf,9,pdf,1655,2128,43fe72cd107f6bd7379fefdfde02406f9de4755b685d20ee72c99ddf5956f40d,0.049460,,keep,,yes
images/2-6-pdf__p001.png,2-6-PDF-.pdf,1,pdf,1653,2339,403ff209c56ea7ebf7ce7b7e6fc368d1bf470cc48c279c0d488aaae1f7681450,0.224287,,keep,,yes
images/2-6-pdf__p002.png,2-6-PDF-.pdf,2,pdf,1653,2339,1f48869adf469a6769cdf240e8bc259d0a5227ca6e05b59b5b440f77e2524c9c,0.059994,,keep,,yes
images/20-1-facture-fact003730-43295__p001.png,20-1  facture-FACT003730-43295.pdf,1,pdf,1654,2339,c9fe1abcac7b175c0b08c86e9ac6c1858cdf9e1bbb5b721a0347c7a4c6cc7c7e,0.047764,,keep,,yes
images/20-10-bouyguestelecom-facture-20251006__p001.png,20-10  Bouyguestelecom_Facture_20251006.pdf,1,pdf,1653,2339,ad29962c75acbe5f1e920ef0e081a915f212e2901d67f57858b015f917d6e3a6,0.066648,,keep,,yes
images/20-10-bouyguestelecom-facture-20251006__p002.png,20-10  Bouyguestelecom_Facture_20251006.pdf,2,pdf,1653,2339,0184fa2eaf280c4cdbe6b6fbe3f1f1fe61b99b10fddc1fce6a8859ca05aaa606,0.096428,dup_008,review,exact_duplicate,yes
images/20-10-bouyguestelecom-facture-20251006__p003.png,20-10  Bouyguestelecom_Facture_20251006.pdf,3,pdf,1653,2339,f9c69bcab77da1b3206d0dc9a752256e6963f6ebf6bfbbd13d8e08bec36ef8c0,0.045518,,keep,,yes
images/20-10-bouyguestelecom-facture-20251006__p004.png,20-10  Bouyguestelecom_Facture_20251006.pdf,4,pdf,1653,2339,f00419d35c5bfa6e749effe92d4f663c5496fdec04c732b70607337e8b57da9c,0.033658,,keep,,yes
images/20-10-bouyguestelecom-facture-20251006__p005.png,20-10  Bouyguestelecom_Facture_20251006.pdf,5,pdf,1653,2339,0fa2a7be75f762fb24de75a14b51c46617fdebe112bed8fce89400c038aebdba,0.046337,,keep,,yes
images/20-10-bouyguestelecom-facture-20251006__p006.png,20-10  Bouyguestelecom_Facture_20251006.pdf,6,pdf,1653,2339,349118cebd6111a2dcd65cd30fff51c7bc1b9b97ede321c737c334261d5f1ef7,0.036501,,keep,,yes
images/2026-01-77156325-1__p001.png,2026-01-77156325-1.pdf,1,pdf,1654,2339,daf673417462fe0a726bd24e93d16ac4916fb79c570ef078734c889eb5d37b64,0.099492,,keep,,yes
images/2033367893-x3wnsvh04s72l0inn07o4101bkbr__p001.png,2033367893_x3wnsvh04s72l0inn07o4101bkbr.pdf,1,pdf,1653,2339,fc62a2ea9e97d32cc1d6492c0650a9cc0ac19275b527f8a9b0a2d1a4556ca4a5,0.109489,,keep,,yes
images/2033367896-94muaytmeg0qha1erqzd97u46tw6__p001.png,2033367896_94muaytmeg0qha1erqzd97u46tw6.pdf,1,pdf,1654,2339,0ccd8164ddc94c16ef20ffa8e631a90f7dbd1fe1fee8abfb29814736778f47a2,0.084261,,keep,,yes
images/2033367897-5kdnmwuxro9htaa2yqezmjvn88zr__p001.png,2033367897_5kdnmwuxro9htaa2yqezmjvn88zr.pdf,1,pdf,1654,2339,2fd93f423af3c230cdd6f27f037bb8ee1e6b53d517a71ea8ffda3c449652a71c,0.084301,,keep,,yes
images/21-1-appelloyer-707840-1__p001.png,21-1  AppelLoyer_707840_1.pdf,1,pdf,1653,2339,b0beda34914cfdd829227f4ba6e92c08eaa2885ac93f3d87b0a0529b53a27671,0.067559,,keep,,yes
images/21-10-edf__p001.png,21-10 EDF.pdf,1,pdf,1654,2339,beadd5e49d2b62f3d5e7cbe7ab58252b9a0a8b8342a811723f9da728b929baa0,0.102759,,keep,,yes
images/21-10-sci-dv-patrimoine__p001.png,21-10 SCI DV PATRIMOINE.pdf,1,pdf,1654,2339,9fa677e94f891f37f7a28c7062c8408c1286c5dc3801b5618f0287ff1282fd6a,0.020259,,keep,,yes
images/21069563940864-u6y501h2aavgfhfby5cmm91g4sp5__p001.png,21069563940864_u6y501h2aavgfhfby5cmm91g4sp5.pdf,1,pdf,1654,2339,9c2848501a54b81db891794dfe93063862aaa90daa927c6c84d0c2b3369214e8,0.068536,,keep,,yes
images/21069563944960-1vyrsn0wswz5vr2pintknjthih9n__p001.png,21069563944960_1vyrsn0wswz5vr2pintknjthih9n.pdf,1,pdf,1654,2339,0e27cb20ae05d3b190a12718587bca6146262d488122734ed5d8fc9759e543ed,0.067969,,keep,,yes
images/21069563949056-e54jg4zjki54o7mb1zr1vhy80pke__p001.png,21069563949056_e54jg4zjki54o7mb1zr1vhy80pke.pdf,1,pdf,1654,2339,02849364ae44eebedfbd4a0f14d02beb89e3721384bd07f3bbfcbd68930e7a15,0.101981,,keep,,yes
images/21069563953152-ofzibi3xndffy438flv1pn0041q6__p001.png,21069563953152_ofzibi3xndffy438flv1pn0041q6.pdf,1,pdf,1654,2339,0cad1e4bd7874ac25a136dcca2d366589d7714d57ce7bff0623563acac02038c,0.356780,,keep,,yes
images/21069563953152-ofzibi3xndffy438flv1pn0041q6__p002.png,21069563953152_ofzibi3xndffy438flv1pn0041q6.pdf,2,pdf,1654,2339,d5e16d4c035d4dfc2bdfb3cf722495b66e4cb10c2eb83c6ed19c31333e56d39b,0.355579,,keep,,yes
images/21069563953152-ofzibi3xndffy438flv1pn0041q6__p003.png,21069563953152_ofzibi3xndffy438flv1pn0041q6.pdf,3,pdf,1654,2339,b3f47633a2b43b2ba15d67d5252c0fd3ba56219928cf926dcb76eeb88c2e1c7f,0.356206,,keep,,yes
images/21069563953152-ofzibi3xndffy438flv1pn0041q6__p004.png,21069563953152_ofzibi3xndffy438flv1pn0041q6.pdf,4,pdf,1654,2339,029a911c44c5ea8103e0213e7db25cfc78f988096bfb3bfe886f72c400cb22b1,0.355906,,keep,,yes
images/21069563953152-ofzibi3xndffy438flv1pn0041q6__p005.png,21069563953152_ofzibi3xndffy438flv1pn0041q6.pdf,5,pdf,1654,2339,2538fe19e75619a39028dc02e71fc5710117483be3e52138c6e8c6eff471f58e,0.347110,,keep,,yes
images/21069563953152-ofzibi3xndffy438flv1pn0041q6__p006.png,21069563953152_ofzibi3xndffy438flv1pn0041q6.pdf,6,pdf,1654,2339,0d29dfa2e9ea17730933c724adde3cdd845b7e62442a020e791b807dd3e23661,0.319313,,keep,,yes
images/21069563953152-ofzibi3xndffy438flv1pn0041q6__p007.png,21069563953152_ofzibi3xndffy438flv1pn0041q6.pdf,7,pdf,1654,2339,a6145f9074870f927804406801c8c36aa059c7555203cb738a4f65a3cdd60ed8,0.243780,,keep,,yes
images/21069563953152-ofzibi3xndffy438flv1pn0041q6__p008.png,21069563953152_ofzibi3xndffy438flv1pn0041q6.pdf,8,pdf,1654,2339,cb9ac36e362b358686a84f81569c7af9af420accdbe0bbbc5bef886721a64a73,0.061714,dup_009,review,exact_duplicate,yes
images/21069563961344-3hnwlyna58uh39upneqc5sworwgi__p001.png,21069563961344_3hnwlyna58uh39upneqc5sworwgi.pdf,1,pdf,1654,2339,fbc36ff40ecbb4637a007acc2742d1b7c68a869118039af69905f5bba98ebbd2,0.356279,,keep,,yes
images/21069563961344-3hnwlyna58uh39upneqc5sworwgi__p002.png,21069563961344_3hnwlyna58uh39upneqc5sworwgi.pdf,2,pdf,1654,2339,bcae1f6fb6f6373c4550b28e6324e4efcbc94609cefae14e7295b7a9c0e0db77,0.355993,,keep,,yes
images/21069563961344-3hnwlyna58uh39upneqc5sworwgi__p003.png,21069563961344_3hnwlyna58uh39upneqc5sworwgi.pdf,3,pdf,1654,2339,68632d13ab8ced0496b22f80a15a629255512752471bd7f2fe4d2671d11b27b7,0.355450,,keep,,yes
images/21069563961344-3hnwlyna58uh39upneqc5sworwgi__p004.png,21069563961344_3hnwlyna58uh39upneqc5sworwgi.pdf,4,pdf,1654,2339,6898cd8b5167e25bb738071626ed75717ec992860a9c6bc6f225e5c7966f077e,0.356618,,keep,,yes
images/21069563961344-3hnwlyna58uh39upneqc5sworwgi__p005.png,21069563961344_3hnwlyna58uh39upneqc5sworwgi.pdf,5,pdf,1654,2339,505bbfb2fcb28e264ef630782aeff8c01d8da3e816e56a3fe5ad1e3d37f4de28,0.254333,,keep,,yes
images/21069563961344-3hnwlyna58uh39upneqc5sworwgi__p006.png,21069563961344_3hnwlyna58uh39upneqc5sworwgi.pdf,6,pdf,1654,2339,cb9ac36e362b358686a84f81569c7af9af420accdbe0bbbc5bef886721a64a73,0.061714,dup_009,review,exact_duplicate,yes
images/21069563969536-elec1oujr6wu5tuhlugukqguy5ni__p001.png,21069563969536_elec1oujr6wu5tuhlugukqguy5ni.pdf,1,pdf,1654,2339,40944df5a0c9b107fe7f68cdb3dbf4926c65f5ab8cdab1bf5f6dec9464452f84,0.354852,,keep,,yes
images/21069563969536-elec1oujr6wu5tuhlugukqguy5ni__p002.png,21069563969536_elec1oujr6wu5tuhlugukqguy5ni.pdf,2,pdf,1654,2339,3e5a2cbb6412d6cf4272c89b72ee761814107b794a8408161af8c7e27cb67c06,0.240713,,keep,,yes
images/21069563969536-elec1oujr6wu5tuhlugukqguy5ni__p003.png,21069563969536_elec1oujr6wu5tuhlugukqguy5ni.pdf,3,pdf,1654,2339,cb9ac36e362b358686a84f81569c7af9af420accdbe0bbbc5bef886721a64a73,0.061714,dup_009,review,exact_duplicate,yes
images/21069563977728-y3l1tud5aibx4j5895k7aou6uh60__p001.png,21069563977728_y3l1tud5aibx4j5895k7aou6uh60.pdf,1,pdf,2339,1654,8573ff30458d0de22a4fec6e3f1ead2e8ccc987fba6e3018a3ffee833953e0fb,0.348068,,keep,,yes
images/21069563977728-y3l1tud5aibx4j5895k7aou6uh60__p002.png,21069563977728_y3l1tud5aibx4j5895k7aou6uh60.pdf,2,pdf,2339,1654,82f0b0431ab0251045118cfcbe32c2009a74e62df7afcf392c3ffab489abf6a3,0.360284,,keep,,yes
images/21069563977728-y3l1tud5aibx4j5895k7aou6uh60__p003.png,21069563977728_y3l1tud5aibx4j5895k7aou6uh60.pdf,3,pdf,2339,1654,ae64a76614705e974edbfa6de68f6daf6ed1269d1f1dbcae850a91538cc774fb,0.359469,,keep,,yes
images/21069563977728-y3l1tud5aibx4j5895k7aou6uh60__p004.png,21069563977728_y3l1tud5aibx4j5895k7aou6uh60.pdf,4,pdf,2339,1654,0d897aa792dedad64cdcb03a22105fba6d927cc8deecd92e4e550bb4831c1fc3,0.362701,,keep,,yes
images/21069563977728-y3l1tud5aibx4j5895k7aou6uh60__p005.png,21069563977728_y3l1tud5aibx4j5895k7aou6uh60.pdf,5,pdf,2339,1654,6e639e17a78c2f647998e09f31ddb6ee8fc9f7e1bb2da33d68d6df5b4d173faf,0.362753,,keep,,yes
images/21069563977728-y3l1tud5aibx4j5895k7aou6uh60__p006.png,21069563977728_y3l1tud5aibx4j5895k7aou6uh60.pdf,6,pdf,2339,1654,58206f824a394ff7f43cd57bf843781f19587f4ab421638b6f78e85f7f42e3e5,0.362396,,keep,,yes
images/21069563977728-y3l1tud5aibx4j5895k7aou6uh60__p007.png,21069563977728_y3l1tud5aibx4j5895k7aou6uh60.pdf,7,pdf,2339,1654,37cea92d2970e465dcc5a4fc235a8efe519910441f039bce1e68453fdab1c333,0.361709,,keep,,yes
images/21069563977728-y3l1tud5aibx4j5895k7aou6uh60__p008.png,21069563977728_y3l1tud5aibx4j5895k7aou6uh60.pdf,8,pdf,2339,1654,352d5bf8a1de854e1a7cb08e701344dbcf2d133f61aa44fdf14fe762065a96da,0.361548,,keep,,yes
images/21069563977728-y3l1tud5aibx4j5895k7aou6uh60__p009.png,21069563977728_y3l1tud5aibx4j5895k7aou6uh60.pdf,9,pdf,2339,1654,d70cf1a13973376743628e0e1221821d998457789dac21fe2f7227029ee54284,0.361668,,keep,,yes
images/21069563977728-y3l1tud5aibx4j5895k7aou6uh60__p010.png,21069563977728_y3l1tud5aibx4j5895k7aou6uh60.pdf,10,pdf,2339,1654,47fe244dd220ed6ea2d9246eb516ed9369b92e7f1ad9f74a938414320bd5db3e,0.362582,,keep,,yes
images/21069563977728-y3l1tud5aibx4j5895k7aou6uh60__p011.png,21069563977728_y3l1tud5aibx4j5895k7aou6uh60.pdf,11,pdf,2339,1654,6e7e24db259112728a31218f88f2af8793c66e7845411a636521821690e48e11,0.359894,,keep,,yes
images/21069563977728-y3l1tud5aibx4j5895k7aou6uh60__p012.png,21069563977728_y3l1tud5aibx4j5895k7aou6uh60.pdf,12,pdf,2339,1654,9af166b5a2331dc8ccfa873ec6685f5c7ca77b0c1ad911ce1e1694935a06e89a,0.354101,,keep,,yes
images/21069563977728-y3l1tud5aibx4j5895k7aou6uh60__p013.png,21069563977728_y3l1tud5aibx4j5895k7aou6uh60.pdf,13,pdf,2339,1654,e705cc1db32053d978605e175084fe397cdc45d411df2ed629f65a8134f86d93,0.346496,,keep,,yes
images/21069563977728-y3l1tud5aibx4j5895k7aou6uh60__p014.png,21069563977728_y3l1tud5aibx4j5895k7aou6uh60.pdf,14,pdf,2339,1654,6c714e196974457973ca00645200416a7ec45dc1fa8297cc9cd6bd3c08ea0464,0.300072,,keep,,yes
images/21069563977728-y3l1tud5aibx4j5895k7aou6uh60__p015.png,21069563977728_y3l1tud5aibx4j5895k7aou6uh60.pdf,15,pdf,2339,1654,2d46f65b73c2ad2ea455b517edb16f5088d945ee2be2fb8477bd9f1d840a5fe8,0.061756,dup_010,review,exact_duplicate,yes
images/21069563994112-pl012zxayyf1wikkb1f0y1f21w0g__p001.png,21069563994112_pl012zxayyf1wikkb1f0y1f21w0g.pdf,1,pdf,1654,2339,4851fbac5efae9631ab780bc7bdb21a4b3ff74f052829458867cd16db3374638,0.357505,,keep,,yes
images/21069563994112-pl012zxayyf1wikkb1f0y1f21w0g__p002.png,21069563994112_pl012zxayyf1wikkb1f0y1f21w0g.pdf,2,pdf,1654,2339,bc0eaa84ee94961dba44fc62fc05312077f1cf5d7d938f3180b97247f3ddbf75,0.254967,,keep,,yes
images/21069563994112-pl012zxayyf1wikkb1f0y1f21w0g__p003.png,21069563994112_pl012zxayyf1wikkb1f0y1f21w0g.pdf,3,pdf,1654,2339,cb9ac36e362b358686a84f81569c7af9af420accdbe0bbbc5bef886721a64a73,0.061714,dup_009,review,exact_duplicate,yes
images/21069564002304-5ru2k5d2p7rtdumc3aomkqc9bioo__p001.png,21069564002304_5ru2k5d2p7rtdumc3aomkqc9bioo.pdf,1,pdf,2339,1654,b051e5687898e78f7e5e8436ce0d17087cc5efec69d87922b8db47776ae0d143,0.342844,,keep,,yes
images/21069564002304-5ru2k5d2p7rtdumc3aomkqc9bioo__p002.png,21069564002304_5ru2k5d2p7rtdumc3aomkqc9bioo.pdf,2,pdf,2339,1654,6b3e133b368415eaa921711c71e78bd755712d324fccb40837c4e41eb07eb566,0.360179,,keep,,yes
images/21069564002304-5ru2k5d2p7rtdumc3aomkqc9bioo__p003.png,21069564002304_5ru2k5d2p7rtdumc3aomkqc9bioo.pdf,3,pdf,2339,1654,51ca37e856758b368af2104b4b064f4c440ab782904c30a98b477ef58cd4a781,0.359508,,keep,,yes
images/21069564002304-5ru2k5d2p7rtdumc3aomkqc9bioo__p004.png,21069564002304_5ru2k5d2p7rtdumc3aomkqc9bioo.pdf,4,pdf,2339,1654,7a7d51b02e34ade9baa0b2b20b6d6f5b9d657bcd1de13f22e86283d687addaf9,0.362685,,keep,,yes
images/21069564002304-5ru2k5d2p7rtdumc3aomkqc9bioo__p005.png,21069564002304_5ru2k5d2p7rtdumc3aomkqc9bioo.pdf,5,pdf,2339,1654,a28dedc6b7686143f4c375019caac8ad54920413ba639331078eab6b3401b897,0.362465,,keep,,yes
images/21069564002304-5ru2k5d2p7rtdumc3aomkqc9bioo__p006.png,21069564002304_5ru2k5d2p7rtdumc3aomkqc9bioo.pdf,6,pdf,2339,1654,bb5eb02484e033773b2803ac5ae96252f52d5ab90faa743425444467b1ab573a,0.362838,,keep,,yes
images/21069564002304-5ru2k5d2p7rtdumc3aomkqc9bioo__p007.png,21069564002304_5ru2k5d2p7rtdumc3aomkqc9bioo.pdf,7,pdf,2339,1654,15439dc917f4a93eccb986cf491b40722c06d3b68a0299d0e8649228c9d52fb9,0.361823,,keep,,yes
images/21069564002304-5ru2k5d2p7rtdumc3aomkqc9bioo__p008.png,21069564002304_5ru2k5d2p7rtdumc3aomkqc9bioo.pdf,8,pdf,2339,1654,5a1bb02373fdcfbb6a90d44250dfe9d24d4e7fd53d7fea34043509969edb0f93,0.362569,,keep,,yes
images/21069564002304-5ru2k5d2p7rtdumc3aomkqc9bioo__p009.png,21069564002304_5ru2k5d2p7rtdumc3aomkqc9bioo.pdf,9,pdf,2339,1654,3dd40e51b461953fdff7fba661fa8528cce1eaf75f971898b03de961b0169b11,0.360810,,keep,,yes
images/21069564002304-5ru2k5d2p7rtdumc3aomkqc9bioo__p010.png,21069564002304_5ru2k5d2p7rtdumc3aomkqc9bioo.pdf,10,pdf,2339,1654,cd9714f89f9e33d7a279420f7c45d96b9be771eeacfe3f5b87c84fba24a17d2c,0.362078,,keep,,yes
images/21069564002304-5ru2k5d2p7rtdumc3aomkqc9bioo__p011.png,21069564002304_5ru2k5d2p7rtdumc3aomkqc9bioo.pdf,11,pdf,2339,1654,7a12e5146c13ab59c8e6a04021e72a6c31cb47af6408b443f8683a48e068d2ed,0.361032,,keep,,yes
images/21069564002304-5ru2k5d2p7rtdumc3aomkqc9bioo__p012.png,21069564002304_5ru2k5d2p7rtdumc3aomkqc9bioo.pdf,12,pdf,2339,1654,e1e40c3f8831ae20190629c8749e2d7a589efd12becadd870eb6ca811f88a589,0.361570,,keep,,yes
images/21069564002304-5ru2k5d2p7rtdumc3aomkqc9bioo__p013.png,21069564002304_5ru2k5d2p7rtdumc3aomkqc9bioo.pdf,13,pdf,2339,1654,4e953c64d691dc7d1af8a6d43bd5f5f92fb92e9e41b4740ddb80f7e084a652a2,0.360365,,keep,,yes
images/21069564002304-5ru2k5d2p7rtdumc3aomkqc9bioo__p014.png,21069564002304_5ru2k5d2p7rtdumc3aomkqc9bioo.pdf,14,pdf,2339,1654,a19878a7125230be476c0897f5ffe478200bfde67888167fb91c0758c06d653a,0.343874,,keep,,yes
images/21069564002304-5ru2k5d2p7rtdumc3aomkqc9bioo__p015.png,21069564002304_5ru2k5d2p7rtdumc3aomkqc9bioo.pdf,15,pdf,2339,1654,ea463511e57c5e1d6ac41837c78c5da4a1bc3ef8c26dd7db654fdca931eefa73,0.341683,,keep,,yes
images/21069564002304-5ru2k5d2p7rtdumc3aomkqc9bioo__p016.png,21069564002304_5ru2k5d2p7rtdumc3aomkqc9bioo.pdf,16,pdf,2339,1654,a969f85b6b58722610d1b487b54ea4e6f4b9f78d2914a0b3a67c03192e35dec0,0.300063,,keep,,yes
images/21069564002304-5ru2k5d2p7rtdumc3aomkqc9bioo__p017.png,21069564002304_5ru2k5d2p7rtdumc3aomkqc9bioo.pdf,17,pdf,2339,1654,2d46f65b73c2ad2ea455b517edb16f5088d945ee2be2fb8477bd9f1d840a5fe8,0.061756,dup_010,review,exact_duplicate,yes
images/21069564010496-008pga3y241y72qszbr7343niqvq__p001.png,21069564010496_008pga3y241y72qszbr7343niqvq.pdf,1,pdf,1654,2339,5e4a1304a04ed8ba82180fc8cc874f27a55a8da2aea49ae45efaea4fbc63c8b9,0.357781,,keep,,yes
images/21069564010496-008pga3y241y72qszbr7343niqvq__p002.png,21069564010496_008pga3y241y72qszbr7343niqvq.pdf,2,pdf,1654,2339,e79191d1cc4e82226e718f3be3621f5f1a5771ef0748e5933215ec5e1857108a,0.325477,,keep,,yes
images/21069564010496-008pga3y241y72qszbr7343niqvq__p003.png,21069564010496_008pga3y241y72qszbr7343niqvq.pdf,3,pdf,1654,2339,9ae344e8d8a7de6f9f57a4eec83abb2da501dcd963b63f3c9b4cfc5fb9024b28,0.248865,,keep,,yes
images/21069564010496-008pga3y241y72qszbr7343niqvq__p004.png,21069564010496_008pga3y241y72qszbr7343niqvq.pdf,4,pdf,1654,2339,cb9ac36e362b358686a84f81569c7af9af420accdbe0bbbc5bef886721a64a73,0.061714,dup_009,review,exact_duplicate,yes
images/21069564026880-hk00o0gnlinm3spj629vqoc37dqz__p001.png,21069564026880_hk00o0gnlinm3spj629vqoc37dqz.pdf,1,pdf,2339,1654,4a6956a991ff3f87a6a792a7fae8e1c02507b42c9f7ab21e4b08309f9057c7fc,0.345271,,keep,,yes
images/21069564026880-hk00o0gnlinm3spj629vqoc37dqz__p002.png,21069564026880_hk00o0gnlinm3spj629vqoc37dqz.pdf,2,pdf,2339,1654,6fb9c7a88d2ce90017c1dec3fc7d5711da0fa668bdfcf31d3612ebcc9dde7a0e,0.358574,,keep,,yes
images/21069564026880-hk00o0gnlinm3spj629vqoc37dqz__p003.png,21069564026880_hk00o0gnlinm3spj629vqoc37dqz.pdf,3,pdf,2339,1654,3c904f83eceafecefe9c1f81173fcccb84a3a4381f79ac90d96f276ebe410f2d,0.360700,,keep,,yes
images/21069564026880-hk00o0gnlinm3spj629vqoc37dqz__p004.png,21069564026880_hk00o0gnlinm3spj629vqoc37dqz.pdf,4,pdf,2339,1654,e7b3acefaa1b19d82c9caa8f0d0ad92d2413fba0cf9e2bec0f98c3959700144c,0.363098,,keep,,yes
images/21069564026880-hk00o0gnlinm3spj629vqoc37dqz__p005.png,21069564026880_hk00o0gnlinm3spj629vqoc37dqz.pdf,5,pdf,2339,1654,b7cc5764bfab227889a18418fe8df7d756145eef383e4f53338317b718f82be3,0.362715,,keep,,yes
images/21069564026880-hk00o0gnlinm3spj629vqoc37dqz__p006.png,21069564026880_hk00o0gnlinm3spj629vqoc37dqz.pdf,6,pdf,2339,1654,187f58d8b35d763772e3258264f9c3ff966ad7239ba0263792d8b099980a58fc,0.361113,,keep,,yes
images/21069564026880-hk00o0gnlinm3spj629vqoc37dqz__p007.png,21069564026880_hk00o0gnlinm3spj629vqoc37dqz.pdf,7,pdf,2339,1654,4305b806dd4770b3de5ee3840edc7f9a4035fa1d6556a17262a9dc3fa3fecec2,0.362969,,keep,,yes
images/21069564026880-hk00o0gnlinm3spj629vqoc37dqz__p008.png,21069564026880_hk00o0gnlinm3spj629vqoc37dqz.pdf,8,pdf,2339,1654,d7a09025ea50b2af7dd4d127b8b1fa5c5a88f3957add265817b04d9ea280da7b,0.362310,,keep,,yes
images/21069564026880-hk00o0gnlinm3spj629vqoc37dqz__p009.png,21069564026880_hk00o0gnlinm3spj629vqoc37dqz.pdf,9,pdf,2339,1654,f2d2133f9b13b2e631ab52669e2f1e122c25784fea90bcb571f3d6485a5bab52,0.361784,,keep,,yes
images/21069564026880-hk00o0gnlinm3spj629vqoc37dqz__p010.png,21069564026880_hk00o0gnlinm3spj629vqoc37dqz.pdf,10,pdf,2339,1654,84cbfa5d318eabd4bada564ea83764d952dc02bf0f24e709a85d2efa5e1fe0cd,0.361156,,keep,,yes
images/21069564026880-hk00o0gnlinm3spj629vqoc37dqz__p011.png,21069564026880_hk00o0gnlinm3spj629vqoc37dqz.pdf,11,pdf,2339,1654,595cc5b2e64f0975bd485dfca5cd298ab6b7ef69a13cbe661e6568cafaed259f,0.361052,,keep,,yes
images/21069564026880-hk00o0gnlinm3spj629vqoc37dqz__p012.png,21069564026880_hk00o0gnlinm3spj629vqoc37dqz.pdf,12,pdf,2339,1654,ef9fd011956dffecf550f315c08915773ea4f7a7a834cdfe8e0d11cdce388288,0.363115,,keep,,yes
images/21069564026880-hk00o0gnlinm3spj629vqoc37dqz__p013.png,21069564026880_hk00o0gnlinm3spj629vqoc37dqz.pdf,13,pdf,2339,1654,324b18fe3e512cfbd03e476a81b613d6ff081d20d791ed3f80f73960a6771136,0.360276,,keep,,yes
